MGI:101922	Tnc	MGI:2148541	Tnc<tm1Fas>	MGI:2148541	Tnc<tm1Fas>	involves: 129/Sv # 129S2/SvPas 	no obvious phenotype: no defect detected	33828	TAS		
MGI:1926781	Tg(Tgfa)1Efu	MGI:1926812	Tg(Tgfa)1Efu			Not Specified	growth/weight abnormality: postnatal	65045	TAS
MGI:1926781	Tg(Tgfa)1Efu	MGI:1926812	Tg(Tgfa)1Efu			Not Specified	teeth: tooth dysmorphology	65045	TAS
MGI:1926781	Tg(Tgfa)1Efu	MGI:1926812	Tg(Tgfa)1Efu			Not Specified	skin: texture/condition anomalies	65045	TAS
MGI:1926781	Tg(Tgfa)1Efu	MGI:1926812	Tg(Tgfa)1Efu			Not Specified	coat: hair growth defects	65045	TAS
MGI:1926781	Tg(Tgfa)1Efu	MGI:1926812	Tg(Tgfa)1Efu			Not Specified	coat: hair follicle structure/orientation anomalies	65045	TAS
MGI:1926781	Tg(Tgfa)1Efu	MGI:1926812	Tg(Tgfa)1Efu			Not Specified	ears: dysmorphology	65045	TAS
MGI:1926781	Tg(Tgfa)1Efu	MGI:1926812	Tg(Tgfa)1Efu			Not Specified	extremities: digit dysmorphology	65045	TAS
MGI:1926781	Tg(Tgfa)1Efu	MGI:1926812	Tg(Tgfa)1Efu			Not Specified	endocrine glands: dysmorphology	65045	TAS
MGI:1926781	Tg(Tgfa)1Efu	MGI:1926812	Tg(Tgfa)1Efu			Not Specified	tumors: increased incidence	65045	TAS
MGI:1889852	Tg(TCF3/HLF)1Mlc	MGI:1889853	Tg(TCF3/HLF)1Mlc			involves: FVB/N	immune system: other dysmorphology	55022	TAS
MGI:1889852	Tg(TCF3/HLF)1Mlc	MGI:1889853	Tg(TCF3/HLF)1Mlc			involves: FVB/N	immune system: lymphoid development/ T lymphocyte defects	55022	TAS
MGI:1889852	Tg(TCF3/HLF)1Mlc	MGI:1889853	Tg(TCF3/HLF)1Mlc			involves: FVB/N	survival: premature death	55022	TAS
MGI:1926782	Tg(Tgfb1)1Der	MGI:1926811	Tg(Tgfb1)1Der			involves: FVB # ICR	survival: perinatal lethality	65046	TAS
MGI:1926782	Tg(Tgfb1)1Der	MGI:1926811	Tg(Tgfb1)1Der			involves: FVB # ICR	skin: texture/condition anomalies	65046	TAS
MGI:1926782	Tg(Tgfb1)1Der	MGI:1926811	Tg(Tgfb1)1Der			involves: FVB # ICR	coat: hair follicle structure/orientation anomalies	65046	TAS
MGI:1926782	Tg(Tgfb1)1Der	MGI:1926811	Tg(Tgfb1)1Der			involves: FVB # ICR	respiratory system: respiratory distress or failure/functional anomalies	65046	TAS
MGI:1926782	Tg(Tgfb1)1Der	MGI:1926811	Tg(Tgfb1)1Der			involves: FVB # ICR	neurological/behavioral: motor capabilities/coordination/movement anomalies	65046	TAS
MGI:1890060	Tg(Wnt1)1Hev	MGI:1890080	Tg(Wnt1)1Hev			involves: C57BL/6 # SJL	other aberrant phenotype	28473	TAS
MGI:1890060	Tg(Wnt1)1Hev	MGI:1890080	Tg(Wnt1)1Hev			involves: C57BL/6 # SJL	tumors: increased incidence	28473	TAS
MGI:1891521	Tg(Wnt3)7Gsb	MGI:1891524	Tg(Wnt3)7Gsb			either: (involves: C57BL/6 # FVB/N) or FVB/N	coat: hair growth defects	53379	TAS
MGI:1891521	Tg(Wnt3)7Gsb	MGI:1891524	Tg(Wnt3)7Gsb	MGI:1891524	Tg(Wnt3)7Gsb	either: (involves: C57BL/6 # FVB/N) or FVB/N	coat: hair growth defects	53379	TAS
MGI:1891521	Tg(Wnt3)7Gsb	MGI:1891524	Tg(Wnt3)7Gsb	MGI:1891524	Tg(Wnt3)7Gsb	either: (involves: C57BL/6 # FVB/N) or FVB/N	coat: hair texture defects	53379	TAS
MGI:1891521	Tg(Wnt3)7Gsb	MGI:1891524	Tg(Wnt3)7Gsb	MGI:1891524	Tg(Wnt3)7Gsb	either: (involves: C57BL/6 # FVB/N) or FVB/N	coat: hair follicle structure/orientation anomalies	53379	TAS
MGI:1891521	Tg(Wnt3)7Gsb	MGI:1891524	Tg(Wnt3)7Gsb	MGI:1891524	Tg(Wnt3)7Gsb	either: (involves: C57BL/6 # FVB/N) or FVB/N	tumors: increased incidence	53379	TAS
MGI:1926794	Tg(Zfp38)A4Htz	MGI:1926802	Tg(Zfp38)A4Htz			involves: C57BL/6 # CBA	no obvious phenotype: no defect detected	56546	TAS
MGI:1926795	Tg(Zfp38)B8Htz	MGI:1926801	Tg(Zfp38)B8Htz			involves: C57BL/6 # CBA	no obvious phenotype: no defect detected	56546	TAS
MGI:1926792	Tg(Zfp38)D1Htz	MGI:1926806	Tg(Zfp38)D1Htz			involves: C57BL/6 # CBA	central nervous system: brain dysmorphology	56546	TAS
MGI:1926792	Tg(Zfp38)D1Htz	MGI:1926806	Tg(Zfp38)D1Htz			involves: C57BL/6 # CBA	coat: hair growth defects	56546	TAS
MGI:1926792	Tg(Zfp38)D1Htz	MGI:1926806	Tg(Zfp38)D1Htz			involves: C57BL/6 # CBA	coat: hair follicle structure/orientation anomalies	56546	TAS
MGI:1926792	Tg(Zfp38)D1Htz	MGI:1926806	Tg(Zfp38)D1Htz			involves: C57BL/6 # CBA	skin: texture/condition anomalies	56546	TAS
MGI:1926792	Tg(Zfp38)D1Htz	MGI:1926806	Tg(Zfp38)D1Htz			involves: C57BL/6 # CBA	tumors: increased incidence	56546	TAS
MGI:1926793	Tg(Zfp38)Y7Htz	MGI:1926804	Tg(Zfp38)Y7Htz			involves: C57BL/6 # CBA	no obvious phenotype: no defect detected	56546	TAS
MGI:98357	Sox1	MGI:2137412	Sox1<tm1Vep>	MGI:2137412	Sox1<tm1Vep>	either: (involves: 129/Sv #129S6/SvEvTac) or (involves: 129S6/SvEvTac x MF1)	eye: corneal or lens defect	46636	TAS
MGI:98357	Sox1	MGI:2137412	Sox1<tm1Vep>	MGI:2137412	Sox1<tm1Vep>	either: (involves: 129/Sv #129S6/SvEvTac) or (involves: 129S6/SvEvTac x MF1)	eye: dysmorphology	46636	TAS
MGI:98357	Sox1	MGI:2137412	Sox1<tm1Vep>	MGI:2137412	Sox1<tm1Vep>	either: (involves: 129/Sv #129S6/SvEvTac) or (involves: 129S6/SvEvTac x MF1)	neurological/behavioral: seizures/epilepsy	46636	TAS
MGI:98357	Sox1	MGI:2137412	Sox1<tm1Vep>	MGI:2137412	Sox1<tm1Vep>	either: (involves: 129/Sv #129S6/SvEvTac) or (involves: 129S6/SvEvTac x MF1)	survival: premature death	46636	TAS
MGI:98357	Sox1	MGI:2137412	Sox1<tm1Vep>	MGI:2137412	Sox1<tm1Vep>	either: (involves: 129/Sv #129S6/SvEvTac) or (involves: 129S6/SvEvTac x MF1)	reproductive system: fertility/fecundity anomalies	46636	TAS
MGI:98357	Sox1	MGI:2137412	Sox1<tm1Vep>	MGI:2137412	Sox1<tm1Vep>	either: (involves: 129/Sv #129S6/SvEvTac) or (involves: 129S6/SvEvTac x MF1)	neurological/behavioral: maternal behavior anomalies	46636	TAS
MGI:98357	Sox1	MGI:2137412	Sox1<tm1Vep>	MGI:2155615	Sox1<+>	either: (involves: 129/Sv #129S6/SvEvTac) or (involves: 129S6/SvEvTac x MF1)	no obvious phenotype: no defect detected	46636	TAS
MGI:106220	Six5	MGI:2148692	Six5<tm1Tap>	MGI:2148692	Six5<tm1Tap>	involves: 129/Sv # C57BL/6	eye: corneal or lens defect	61882	TAS
MGI:106220	Six5	MGI:2148692	Six5<tm1Tap>	MGI:2148692	Six5<tm1Tap>	involves: 129/Sv # C57BL/6	musculature: no defect detected	61882	TAS
MGI:106220	Six5	MGI:2148689	Six5<tm1Rdd>	MGI:2148689	Six5<tm1Rdd>	129S4/SvJae-Six5<tm1Rdd>	eye: corneal or lens defect	61881	TAS
MGI:106220	Six5	MGI:2148689	Six5<tm1Rdd>	MGI:2148689	Six5<tm1Rdd>	involves: 129S4/SvJae # C57BL/6	eye: corneal or lens defect	61881	TAS
MGI:106220	Six5	MGI:2148689	Six5<tm1Rdd>	MGI:2155616	Six5<+>	129S4/SvJae-Six5<tm1Rdd>	eye: corneal or lens defect	61881	TAS
MGI:106220	Six5	MGI:2148689	Six5<tm1Rdd>	MGI:2155616	Six5<+>	involves: 129S4/SvJae # C57BL/6	eye: corneal or lens defect	61881	TAS
MGI:1890379	sfx	MGI:2157331	sfx	MGI:2157331	sfx	BALB/cBy-sfx	neurological/behavioral: motor capabilities/coordination/movement anomalies	66648	TAS
MGI:1890379	sfx	MGI:2157331	sfx	MGI:2157331	sfx	BALB/cBy-sfx	growth/weight abnormality: postnatal	66648	TAS
MGI:1890379	sfx	MGI:2157331	sfx	MGI:2157331	sfx	BALB/cBy-sfx	coat: hair texture defects	66648	TAS
MGI:1890379	sfx	MGI:2157331	sfx	MGI:2157331	sfx	BALB/cBy-sfx	immune system: other dysmorphology	66648	TAS
MGI:1890379	sfx	MGI:2157331	sfx	MGI:2157331	sfx	BALB/cBy-sfx	central nervous system: brain dysmorphology	66648	TAS
MGI:1890379	sfx	MGI:2157331	sfx	MGI:2157331	sfx	BALB/cBy-sfx	kidney/renal system: dysmorphology	66648	TAS
MGI:1890379	sfx	MGI:2157331	sfx	MGI:2157331	sfx	BALB/cBy-sfx	heart/cardiovascular system: no defect detected	66648	TAS
MGI:1890379	sfx	MGI:2157331	sfx	MGI:2157331	sfx	BALB/cBy-sfx	liver/hepatic system: no defect detected	66648	TAS
MGI:1890379	sfx	MGI:2157331	sfx	MGI:2157331	sfx	BALB/cBy-sfx	reproductive system: no defect detected	66648	TAS
MGI:1890379	sfx	MGI:2157331	sfx	MGI:2157331	sfx	BALB/cBy-sfx	skeletal: osteogenesis/developmental anomalies	66648	TAS
MGI:1890379	sfx	MGI:2157331	sfx	MGI:2157331	sfx	BALB/cBy-sfx	metabolism: other metabolic defect measured by clinical chemistry	66648	TAS
