MGI_ID	BACKGROUND	GENE SYMBOL	STRAIN TYPE	TJL #	SPECIES	Std/Nonstd
15641	(BALB/cByJ-fld/fld x CAST/Ei)F1	fld	F1 hybrid		M. m. domesticus and M. m. castaneus	Standard
19429	(BALB/cByJ-mceph/mceph x CAST/Ei)F1	mceph	F1 hybrid		M. m. domesticus and M. m. castaneus	Standard
14262	(BALB/cCrSlc x DBA/2CrSlc)F1		F1 hybrid			Standard
14010	(BALB/cGaBc-Far/+ x C57BL/6-pa/pa)F1	Far, pa	F1 hybrid			Standard
14973	(BALB/cHan x C57BL/6JHan-Hfh11<nu>)F1	Hfh11	F1 hybrid			Standard
16352	(BALB/cHeA x C3H/HeAf)F1		F1 hybrid			Standard
16092	(BALB/cHeA x CXS4)F1		F1 hybrid			Standard
13037	(BALB/cHeA x STS/A)F1	Prkdc	F1 hybrid			Standard
15130	(BALB/cHeA-dyl/dyl x C57BL/6J)F1	dyl	F1 hybrid			Standard
29756	(BALB/cJ +/+ x C57BL/6J-Clock/+ N2)F1	Clock	F1 hybrid			Standard
29806	(BALB/cJ +/+ x C57BL/6J-Clock/+ N2)F1-Clock/+	Clock	F1 hybrid			Standard
30035	(BALB/cJ +/+ x C57BL/6J-Clock/+ N4)F1	Clock	F1 hybrid			Standard
29797	(BALB/cJ +/+ x C57BL/6J-Clock/+ N4)F1-Clock/+	Clock	F1 hybrid			Standard
16094	(BALB/cJ +/ichq x CAST/Ei +/ichq)F1	ichq	F1 hybrid			Standard
12951	(BALB/cJ x C57BL/6J)F1		F1 hybrid			Standard
15129	(BALB/cJ x CAST/Ei)F1		F1 hybrid		M. m. domesticus and M. m. castaneus	Standard
18425	(BALB/cJ x CBA/J)F1		F1 hybrid			Standard
13372	(BALB/cJ x CLA)F1		F1 hybrid			Standard
4831	(BALB/cJ x DBA/2J)F1		F1 hybrid			Standard
13371	(BALB/cJ x DBA/2N)F1		F1 hybrid			Standard
14125	(BALB/cJ x LFA)F1		F1 hybrid			Standard
13935	(BALB/cJ x M. spretus)F1		F1 hybrid		M. m. domesticus and M. spretus	Standard
13920	(BALB/cJ x MOLD/Rk)F1		F1 hybrid		M. m. domesticus and M. m. molossinus	Standard
13253	(BALB/cJPt x CLA)F1		F1 hybrid			Standard
13493	(BALB/cN or C57BL/6J x M. spretus)F1				M. m. domesticus and M. spretus	Nonstandard
12700	(BALB/cN x Lp/+)F1-Lp/+	Lp	F1 hybrid			Standard
13490	(BALB/cN x M. spretus)F1		F1 hybrid		M. m. domesticus and M. spretus	Standard
18924	(BALB/cPas x DDK/Pas)F1		F1 hybrid			Standard
18424	(BALB/cPt x CZECHII)F1		F1 hybrid		M. m. domesticus and M. m. musculus	Standard
1743	(BM1 x 129X1/SvJ)F1	t	F1 hybrid			Standard
14554	(BTBR x M. spretus)F1		F1 hybrid		M. m. domesticus and M. spretus	Standard
14847	(BTBR-Axin<Fu-Ki> tf/+ tf x M. spretus)F1	Axin, tf	F1 hybrid		M. m. domesticus and M. spretus	Standard
29963	(BTBR-Fu<Ki> tf/+ tf x M. spretus)F1	Fu, tf	F1 hybrid			Standard
17401	(BTBR.T +/+ tf)N3	tf, T	F1 hybrid			Standard
16017	(BTBR/Pas x SWR/Pas)F1 +/+		F1 hybrid			Standard
16015	(BTBR/Pas x SWR/Pas)F1-hph2/+	hph2	F1 hybrid			Standard
27221	(C.B17 x BALB/cBy-Prkdc<scid> fsn)F1	Prkdc, fsn	F1 hybrid			Standard
14463	(C.B17-Prkdc<scid> x CAST/Ei)F1	Prkdc	F1 hybrid		M. m. domesticus and M. m. castaneus	Standard
15266	(C.B17/Icr-Prkdc<scid>/Prkdc<scid> x CAST/Ei)F1	Prkdc	F1 hybrid		M. m. domesticus and M. m. castaneus	Standard
13861	(C.D2-H2-Q7<+>-cmo/cmo x CLA)F1	H2-Q7, cmo	F1 hybrid			Standard
25570	(C.D2-Qa2<+>-cmo/cmo x CLA)F1	Qa2, cmo	F1 hybrid			Standard
13342	(C3B6-Dh/+ x RF/J)F1	Dh	F1 hybrid			Standard
28958	(C3H x 101)F1		F1 hybrid			Standard
29539	(C3H x 101)F1 x Pax3<Sp-2H> x CBA/Ca)F1+	Pax3	F1 hybrid			Standard
28956	(C3H x 101)F1-Tyrp1<B-w>	Tyrp1	F1 hybrid			Standard
29392	(C3H x 101)F1.T<29H>	T	Congenic			Standard
29393	(C3H x 101)F1.T<32H>	T	Congenic			Standard
29394	(C3H x 101)F1.T<33H>	T	Congenic			Standard
29395	(C3H x 101)F1.T<34H>	T	Congenic			Standard
29396	(C3H x 101)F1.t<6>	t	Congenic			Standard
29397	(C3H x 101)F1.t<w32>	t	Congenic			Standard
28283	(C3H x AKR)F1		F1 hybrid			Standard
16308	(C3H x C3H.K)F1		F1 hybrid			Standard
15866	(C3H x C57BL/6 K289/+)F1		Not Specified			Nonstandard
15941	(C3H x C57BL/6)F1-Tcm/+	Tcm	F1 hybrid			Standard
16061	(C3H x C57BL/6J)F1-Rora<sg>/+	Rora	F1 hybrid			Standard
13614	(C3H x CASA)F1		F1 hybrid		M. m. domesticus and M. m. castaneus	Standard
29357	(C3H x CD1)F2		F2 hybrid			Standard
28282	(C3H x DBA)F1		F1 hybrid			Standard
15832	(C3H-Ags<m> x M. spretus)F1	Ags	F1 hybrid			Standard
16028	(C3H-Cat4<a>/+ x C57BL/6J)F1-Cat4<a>/+	Cat4	F1 hybrid			Standard
16099	(C3H-Coc/+ x C57BL/6)F1 Coc/+	Coc	F1 hybrid			Standard
13422	(C3H-Fasl<gld>/Fasl<gld> x M. spretus)F1	Fasl	F1 hybrid		M. m. domesticus and M. spretus	Standard
13804	(C3H-Hprt<a> Pgk1<a> x C57BL/10-Dmd<mdx>)F1	Hprt, Pgk1, Dmd	F1 hybrid			Standard
15639	(C3H-Pgam1e<1NEU> x C57BL/6)F1	Pgam1e	F1 hybrid			Standard
28615	(C3H-Pgk1 x M. m. castaneus)F1	Pgk1	F1 hybrid		M. m. domesticus and M. m. castaneus	Standard
27151	(C3H-Pgk1 x M. spretus)F1	Pgk1	F1 hybrid		M. m. domesticus and M. spretus	Standard
14570	(C3H.A x C3H.OH)F1		F1 hybrid			Standard
14948	(C3H.NB x A.SW)F1		F1 hybrid			Standard
27845	(C3H.NB x B10.D2/o)F1		F1 hybrid			Standard
14947	(C3H.NB x B10.K)F1		F1 hybrid			Standard
14944	(C3H.NB x B10D2/o)F1		F1 hybrid			Standard
28686	(C3H.SW/SnJ x C57BL/6J)F1		F1 hybrid			Standard
788	(C3H.t<w12>/t<w32>	t	Congenic			Standard
12886	(C3H/An x C57BL/6J-ru)F1	ru	F1 hybrid			Standard
13097	(C3H/An x DBA/2)F1		F1 hybrid			Standard
14553	(C3H/An x M. spretus)F1		F1 hybrid		M. m. domesticus and M. spretus	Standard
18173	(C3H/An x X/Y-Tp(Y)1Ct)F1-X/Y-Tp(Y)1Ct	Tp(Y)1Ct	Transposition			Standard
15000	(C3H/BiBa x C57BR/cdJ)F1		F1 hybrid			Standard
29701	(C3H/El x C57BL/6)F1-Gr1<a>/Gr1<a1Neu>	Gr1	F1 hybrid			Standard
14075	(C3H/He x C58)F1		F1 hybrid			Standard
12971	(C3H/He x HT)F1		F1 hybrid			Standard
14711	(C3H/He x M. spretus)F1		F1 hybrid		M. m. domesticus and M. spretus	Standard
19425	(C3H/He-rmy x C57BL/6J)F1	rmy	F1 hybrid			Standard
1193	(C3H/HeH x 101/H)F1		F1 hybrid			Standard
14576	(C3H/HeH x 101/H)F1 or (AN x M. spretus)F1				M. m. domesticus and M. spretus	Nonstandard
18110	(C3H/HeH x 101/H)F1 or AN					Nonstandard
15344	(C3H/HeH x 101/H)F1 x CASA/Rk		F1 hybrid		M. m. domesticus and M. m. castaneus	Standard
14300	(C3H/HeH x 101/H)F1 x M. spretus		F1 hybrid		M. m. domesticus and M. spretus	Standard
11868	(C3H/HeH x 101/H)F1-Gnrh<hpg>	Gnrh	F1 hybrid			Standard
15795	(C3H/HeH x 101/H)F1-Hq + Atp7a<Mo-vbr> +	Hq, Atp7a	F1 hybrid			Standard
15794	(C3H/HeH x 101/H)F1-Hq Atp7a<Mo-vbr>/+ +	Hq, Atp7a	F1 hybrid			Standard
17341	(C3H/HeH x SM/J)F1		F1 hybrid			Standard
15954	(C3H/HeH.101/H x Not Specified)F1		Not Specified			Nonstandard
15956	(C3H/HeH.101/H-Dbf/+ x M. spretus)F1	Dbf	F1 hybrid		M. m. domesticus and M. spretus	Standard
13183	(C3H/HeHa x DBA/LiHa)F1		F1 hybrid			Standard
16230	(C3H/HeJ x AKR/J)F1		F1 hybrid			Standard
14559	(C3H/HeJ x C3H.RV)F1		F1 hybrid			Standard
12660	(C3H/HeJ x C57BL/6By-Ps/+)F1	Ps	F1 hybrid			Standard
12659	(C3H/HeJ x C57BL/6J)F1		F1 hybrid			Standard
16167	(C3H/HeJ x CBA/J)F1		F1 hybrid			Standard
6370	(C3H/HeJ x DBA/2)F1		F1 hybrid			Standard
12635	(C3H/HeJ x DE/Cv)F1		F1 hybrid			Standard
29398	(C3H/HeJ x M. abbotti)F1		F1 hybrid		M. m. domesticus and M. abbotti	Standard
14048	(C3H/HeJ x M. spretus)F1		F1 hybrid		M. m. domesticus and M. spretus	Standard
13875	(C3H/HeJ x SEG/1)F1		F1 hybrid		M. m. domesticus and M. spretus	Standard
12863	(C3H/HeJ x SJL/J)F1		F1 hybrid			Standard
18184	(C3H/HeJ x SWR/J)F1		F1 hybrid			Standard
29734	(C3H/HeJ-Eya1<bor>/Eya1<bor> x CAST/Ei)F1	Eya1	F1 hybrid			Standard
12567	(C3H/HeJ-Fasl<gld> x M. spretus)F1	Fasl	F1 hybrid		M. m. domesticus and M. spretus	Standard
13022	(C3H/HeJ-Fasl<gld>/Fasl<gld> x M. spretus)F1	Fasl	F1 hybrid		M. m. domesticus and M. spretus	Standard
30166	(C3H/HeJ-dr<6J/dr<6J> x CAST/Ei)F1	dr	F2 hybrid		M. m. domesticus and M. m. castaneus	Standard
16670	(C3H/HeJ-md x NIH.Emv12)F1	md, Emv12	F1 hybrid			Standard
14273	(C3H/HeJ-md x SJL)F1	md	F1 hybrid			Standard
13256	(C3H/HeJ-md/+ x C.B17/Icr-Prkdc<scid>/Prkdc<scid>)F1	md, Prkdc	F1 hybrid			Standard
15273	(C3H/HeJ-p<J> x IS/Cam)F1	p	F1 hybrid			Standard
17977	(C3H/HeN x CWB)F1		F1 hybrid			Standard
13340	(C3H/HeN x ddY-DAO<->)F1		Inbred and outbred			Nonstandard
12575	(C3H/HeOuJ x CZECHII)F1		F1 hybrid		M. m. domesticus and M. m. musculus	Standard
29678	(C3H/HeRos x (C57BL/10Ros-pf x C3H/HeRos)F1-ckr/ckr)F1	pf, ckr	F1 hybrid			Standard
13776	(C3H/HeSn-ash/ash x C57BL/6J-Myo5a<d-v> Bmp5<se>/Myo5a<d-v> Bmp5<se>)F1	ash, Myo5a, Bmp5, Myo5a	F1 hybrid			Standard
15851	(C3H/HeSnJ-sut x CAST/Ei)F1	sut	F1 hybrid		M. m. domesticus and M. m. castaneus	Standard
29227	(C3HeB/FeJ x Lp/+)F1	Lp	F1 hybrid			Standard
12676	(C3HeB/FeJ x Stock Lp/+)F1	Lp	F1 hybrid			Standard
15884	(C3HeB/FeJ-ji<hes> x C57BL/6J)F1	ji	F1 hybrid			Standard
28666	(C3HeB/FeJ-nr x CAST/Ei)F1	nr	F1 hybrid			Standard
28612	(C3HeB/FeJ-vs x MOLD/Rk)F1	vs	F1 hybrid		M. m. domesticus and M. m. molossinus	Standard
15982	(C3Hf x M. spretus)F1		F1 hybrid		M. m. domesticus and M. spretus	Standard
15311	(C3Hf/R1 x M. spretus)F1		F1 hybrid			Standard
15538	(C3Hf/R1-Mgf<Sl-2ENURg> x M. spretus)F1	Mgf	F1 hybrid		M. m. domesticus and M. spretus	Nonstandard
15443	(C3Hf/R1-Mgf<Sl-2ENURg>/+ x M. spretus)F1	Mgf	F1 hybrid			Nonstandard
15371	(C3Hf/R1-Mgf<Sl-ENURg>/+ x M. spretus)F1	Mgf	F1 hybrid			Nonstandard
15148	(C3Hf/Rl x 101/Rl)F1		F1 hybrid			Standard
29988	(C3Hf/Rl x M. spretus)F1		F1 hybrid		M. m. domesticus and M. spretus	Standard
30191	(C3Hf/Rl-Mgf<Sl-2ENURg> x M. spretus)F1	Mgf	F1 hybrid		M. m. domesticus and M. spretus	Nonstandard
16319	(C57BL x BALB/c)F1		F1 hybrid			Standard
12745	(C57BL x C3H/R1-Os/+)F1	Os	F1 hybrid			Standard
12900	(C57BL x CAST)F1		F1 hybrid			Standard
2242	(C57BL x CBA)F1		F1 hybrid			Standard
29673	(C57BL x CBA)F2		F2 hybrid			Standard
6768	(C57BL x CD1)F1		F1 hybrid			Standard
29073	(C57BL-Wld<s> x M. spretus or DBA/2J)F1	Wld				Nonstandard
15605	(C57BL-Wld<s> x M. spretus)F1	Wld	F1 hybrid		M. m. domesticus and M. spretus	Standard
13150	(C57BL/10 x A-Thy1<a>)F1	Thy1	F1 hybrid			Standard
13913	(C57BL/10 x A/Wy)F1		F1 hybrid			Standard
4408	(C57BL/10 x AKR/J)F1		F1 hybrid			Standard
13702	(C57BL/10 x B10.UW)F1		F1 hybrid			Standard
16665	(C57BL/10 x Brevi-MOR)F1		Not Specified		M. m. domesticus (Germany)	Nonstandard
10852	(C57BL/10 x CBA/J)F1		F1 hybrid			Standard
16187	(C57BL/10 x DBA/2J)F1		F1 hybrid			Standard
12772	(C57BL/10 x LP or B10.LP)F1					Nonstandard
12719	(C57BL/10 x M. m. castaneus)F1		F1 hybrid		M. m. domesticus and M. m. castaneus	Standard
13339	(C57BL/10 x M. spretus)F1		F1 hybrid		M. m. domesticus and M. spretus	Standard
16782	(C57BL/10 x NFS)F1		F1 hybrid			Standard
12626	(C57BL/10 x SJL/J)F1		F1 hybrid			Standard
13823	(C57BL/10 x SWR)F1		F1 hybrid			Standard
13728	(C57BL/10 x SWR/J)F1		F1 hybrid			Standard
14001	(C57BL/10 x Stock Myo7a<sh1>/Myo7a<sh1>)F1	Myo7a	F1 hybrid			Standard
13423	(C57BL/10-Dmd<mdx>/Dmd<mdx> x M. spretus)F1	Dmd	F1 hybrid		M. m. domesticus and M. spretus	Standard
14222	(C57BL/10-H2<g7> x NOD)F1	H2	F1 hybrid			Standard
14883	(C57BL/10-H2<g7> x NOD/Mrk)F1 x NOD/Mrk and (NOD/Mrk x B6.PL-Thy1<a>/Cy)F1	H2, Thy1				Nonstandard
14994	(C57BL/10-Pax6<Sey-MH> x M. spretus)F1	Pax6			M. m. domesticus and M. spretus	Nonstandard
13127	(C57BL/10-Pax6<Sey-MH>/+ x M. spretus)F1	Pax6			M. m. domesticus and M. spretus	Nonstandard
15207	(C57BL/10-Rim4/+ x DBA/2J)F1	Rim4	F1 hybrid			Standard
15208	(C57BL/10-Rim4/+ x NZB)F1	Rim4	F1 hybrid			Standard
13171	(C57BL/10Cr x BALB/c)F1		F1 hybrid			Standard
14261	(C57BL/10CrSlc x DBA/2CrSlc)F1		F1 hybrid			Standard
12860	(C57BL/10Gn-lu x Trf<a> and Trf<b>)	lu, Trf				Nonstandard
14567	(C57BL/10J x NFS/J)F1		F1 hybrid			Standard
28269	(C57BL/10J-Rim3/+ x JF1)F1	Rim3	F1 hybrid			Standard
28268	(C57BL/10J-Rim3/+ x MSM)F1	Rim3	F1 hybrid			Standard
12720	(C57BL/10J-coa x A/J)F1	coa	F1 hybrid			Standard
13335	(C57BL/10J-hyh/+ x DBA/2J)F1-hyh/+	hyh	F1 hybrid			Standard
13378	(C57BL/10Nimr +/Pax6<Sey-MH> x M. spretus)F1	Pax6			M. m. domesticus and M. spretus	Nonstandard
14487	(C57BL/10Ph-T x C3H/DiPh)F1	T	F1 hybrid			Standard
12883	(C57BL/10Rl x C3H/Rl)F1		F1 hybrid			Standard
9990	(C57BL/10Ros-p<d> x C3Hf/HeRos)F1	p	F1 hybrid			Standard
17072	(C57BL/10ScSn x B10.L-Nramp1<Lsh-r>)F1	Nramp1	F1 hybrid			Standard
12972	(C57BL/10ScSn x DBA/2)F1		F1 hybrid			Standard
12578	(C57BL/10ScSn x SWR/J)F1		F1 hybrid			Standard
28621	(C57BL/10ScSnPh-T x C3H/Di)F1 or (B10C3F1-T/+ x C57BL/10ScSnPh-T)F1	T				Nonstandard
13364	(C57BL/10ScSnPh-T x C3H/Di)F1-T/+	T	F1 hybrid			Standard
28591	(C57BL/10Slc-Ap3b1<pe-rim2>/Ap3b1<pe-rim2> x MSM)F1	Ap3b1	F1 hybrid			Standard
12822	(C57BL/10Sn x DBA/2J)F1		F1 hybrid			Standard
12915	(C57BL/10Sn x M. m. molossinus)F1		F1 hybrid		M. m. domesticus and M. m. molossinus	Standard
12737	(C57BL/10Sn x PYM)F1		F1 hybrid			Standard
13494	(C57BL/10Sn-Dmd<mdx> x C3H.X25)F1-Dmd<mdx>/Dmd<mdx>	Dmd	F1 hybrid			Standard
15399	(C57BL/10SnPh-T x C3H/DiPh)F1		F1 hybrid			Standard
13503	(C57BL/6 or BALB/c x SPE/Pas)F1				M. m. domesticus and M. spretus	Nonstandard
16065	(C57BL/6 x (C57BL/6 x C3H)N2		F1 hybrid			Standard
7499	(C57BL/6 x 129)F1		F1 hybrid			Standard
28600	(C57BL/6 x 129/Sv)F1		F1 hybrid			Standard
2743	(C57BL/6 x A)F1		F1 hybrid			Standard
14684	(C57BL/6 x A/J)F1		F1 hybrid			Standard
12825	(C57BL/6 x AKR)F1		F1 hybrid			Standard
29258	(C57BL/6 x BALB.B)F1		F1 hybrid			Standard
1663	(C57BL/6 x BALB/c)F1		F1 hybrid			Standard
802	(C57BL/6 x BALB/c)F1-B2m<b>	B2m	F1 hybrid			Standard
27594	(C57BL/6 x BALB/cByJ)F1-Grid2<Lc-J>	Grid2	F1 hybrid			Standard
10518	(C57BL/6 x C3H)F1		F1 hybrid			Standard
19597	(C57BL/6 x C3H)F1 or (C57BL/6 x C3H)N2					Nonstandard
12711	(C57BL/6 x C3H/He)F1		F1 hybrid			Standard
29687	(C57BL/6 x C3H/HeJ)F1		F1 hybrid			Standard
29667	(C57BL/6 x C57BL/10)F1		F1 hybrid			Standard
15558	(C57BL/6 x C57BL/6-Fbn1<Tsk>/+)F1	Fbn1	F1 hybrid			Standard
11284	(C57BL/6 x CBA)F1		F1 hybrid			Standard
29444	(C57BL/6 x CBA)F1 x BALB/c					Nonstandard
28849	(C57BL/6 x CBA)F1/J		F1 hybrid			Standard
10465	(C57BL/6 x CBA)F1/J +/+		F1 hybrid			Standard
7540	(C57BL/6 x CBA/Ca)F1		F1 hybrid			Standard
14825	(C57BL/6 x CRC)F1		F1 hybrid			Standard
7553	(C57BL/6 x DBA)F1		F1 hybrid			Standard
29346	(C57BL/6 x DBA/2)F1		F1 hybrid			Standard
14254	(C57BL/6 x DDK)F1		F1 hybrid			Standard
28688	(C57BL/6 x M. m. castaneus)F1		F1 hybrid		M. m. domesticus and M. m. castaneus	Standard
13600	(C57BL/6 x M. spretus)F1		F1 hybrid		M. m. domesticus and M. spretus	Standard
14505	(C57BL/6 x M. spretus/Crc)F1		F1 hybrid		M. m. domesticus and M. spretus	Standard
12734	(C57BL/6 x MOL-A)F1		F1 hybrid		M. m. domesticus and M. m. molossinus	Standard
14900	(C57BL/6 x MSM)F1		F1 hybrid		M. m. domesticus and M. m. molossinus	Standard
12599	(C57BL/6 x NZB)F1		F1 hybrid			Standard
29745	(C57BL/6 x S3L/3)F1		Not Specified			Nonstandard
29363	(C57BL/6 x SD7)F1		Not Specified			Nonstandard
14469	(C57BL/6 x SEG)F1		F1 hybrid		M. m. domesticus and M. spretus	Standard
583	(C57BL/6 x SJL)F1		F1 hybrid			Standard
932	(C57BL/6 x SJL-Gli3<add>/Gli3<add>)F1	Gli3	F1 hybrid			Standard
12601	(C57BL/6 x SM/J)F1		F1 hybrid			Standard
13082	(C57BL/6 x SPE)F1		F1 hybrid		M. m. domesticus and M. spretus	Standard
13055	(C57BL/6 x SPE)F1 or (BALB/c x SPE)F1				M. m. domesticus and M. spretus	Nonstandard
13510	(C57BL/6 x SPE/Pas)F1		F1 hybrid		M. m. domesticus and M. spretus	Standard
12970	(C57BL/6 x SPE/Pas)F1 or (BALB/c x SPE/Pas)F1				M. m. domesticus and M. spretus	Nonstandard
27912	(C57BL/6 x Stock a p ru2 Ednrb<s>)F1	a, p, ru2, Ednrb	F1 hybrid			Standard
30145	(C57BL/6 x Stock ep sgl)F1	ep, sgl	F1 hybrid			Standard
29666	(C57BL/6 x WB/ReJ)F1		F1 hybrid			Standard
15564	(C57BL/6-+/jcpk x CAST/Ei)F1	jcpk	F1 hybrid		M. m. domesticus and M. m. castaneus	Standard
28674	(C57BL/6-+/mdf x C3H/He-ocd/ocd)F1	mdf, ocd	F1 hybrid			Standard
28675	(C57BL/6-+/mdf x C3H/He-ocd/ocd)F1-ocd +/+ mdf	mdf, ocd	F1 hybrid			Standard
29740	(C57BL/6-129/Sv-wn/wn x C3H/HeJ)F1	wn				Nonstandard
14781	(C57BL/6-A<w-J> x CBA/CaGnLe-Kcnj6<wv>/+ x M. spretus)F1	A, Kcnj6	F1 hybrid		M. m. domesticus and M. spretus	Standard
13052	(C57BL/6-Cd5 x M. m. castaneus)F1	Cd5	F1 hybrid		M. m. domesticus and M. m. castaneus	Standard
15646	(C57BL/6-Fbn1<Tsk>/+ x CAST/Ei)F1	Fbn1	F1 hybrid			Standard
16620	(C57BL/6-Kcnj6<wv>/+ x MOLD/Rk)F1	Kcnj6	F1 hybrid		M. m. domesticus and M. m. molossinus	Standard
12586	(C57BL/6-Pax3<Sp> x AKR/J)F1	Pax3	F1 hybrid			Standard
15604	(C57BL/6-Tg.9257 or C57BL/6J-Tg.283 x SPRET/Ei)F1	Tg.9257	F1 hybrid		M. m. domesticus and M. spretus	Standard
15643	(C57BL/6-Tsk2/+ x CAST/Ei)F1	Tsk2	F1 hybrid		M. m. domesticus and M. m. castaneus	Standard
13093	(C57BL/6-azh/azh x C3H/He)F1	azh	F1 hybrid			Standard
15449	(C57BL/6-jvs/jvs x M. m. musculus)F1	jvs	F1 hybrid		M. m. domesticus and M. m. musculus	Standard
13747	(C57BL/6-p x M. spretus)F1	p	F1 hybrid		M. m. domesticus and M. spretus	Standard
15560	(C57BL/6-pa +/pa + x C57BL/6-pa +/+ Fbn1<Tsk>)F1	pa, Fbn1	F1 hybrid			Standard
15559	(C57BL/6-pa +/pa + x C57BL/6-pa Fbn1<Tsk>/pa +)F1	pa, Fbn1	F1 hybrid			Standard
13098	(C57BL/6-pa x C3Hf/Bi)F1	pa	F1 hybrid			Standard
14008	(C57BL/6-pa/pa x ICR/Bc-Far/+)F1	pa, Far	F1 hybrid			Standard
16102	(C57BL/6-wr/+ x SEG/1)F1	wr	F1 hybrid			Standard
16457	(C57BL/6By x BALB/cBy)F1		F1 hybrid			Standard
13939	(C57BL/6By x C3H/HeJ-Fasl<gld>)F1	Fasl	F1 hybrid			Standard
13439	(C57BL/6By x SWR/J)F1		F1 hybrid			Standard
16443	(C57BL/6By-Os x M. m. molossinus)F1	Os	F1 hybrid		M. m. domesticus and M. m. molossinus	Standard
13440	(C57BL/6By-Pmp22<Tr> Re x SWR/J)F1	Pmp22	F1 hybrid			Standard
12701	(C57BL/6By-Re Sd Va<J> x DBA/2J)F1	Re, Sd, Va	F1 hybrid			Standard
12917	(C57BL/6By-Re Va<J> Sd x DBA/2J)F1	Re, Sd, Va	F1 hybrid			Standard
12589	(C57BL/6ByEss x CXBI)F1		F1 hybrid			Standard
12963	(C57BL/6Ei-Pmp22<Tr-J> Re x C57BL/6J)F1	Pmp22, Re	F1 hybrid			Standard
13249	(C57BL/6Ei-Pmp22<Tr-J> Re x DBA/2J or C57BL/6J)F1	Pmp22, Re				Nonstandard
30208	(C57BL/6Ei-Pmp22<Tr-J>Re x C57BL/6J)F1	Pmp22	F1 hybrid			Standard
12964	(C57BL/6Ei-Re x C57BL/6J)F1	Re	F1 hybrid			Standard
15361	(C57BL/6Fg-pcy/pcy x MOL-MIT)F1	pcy	F1 hybrid		M. m. domesticus and M. m. molossinus	Standard
15149	(C57BL/6Fla x C3Hf/Rl or 101/Rl)F1					Nonstandard
15833	(C57BL/6J or C3H/St or BALB/c x M. spretus)F1				M. m. domesticus and M. spretus	Nonstandard
12566	(C57BL/6J or C57BL/6JEi x M. spretus or SPRET/Ei)F1				M. m. domesticus and M. spretus	Nonstandard
28635	(C57BL/6J or DBA/2 x JF1)F1					Nonstandard
13050	(C57BL/6J or DBA/2J x M. m. castaneus)F1				M. m. domesticus and M. m. castaneus	Nonstandard
12786	(C57BL/6J x 129P3/J)F1		F1 hybrid			Standard
29537	(C57BL/6J x 129X1/Sv)F1		F1 hybrid			Standard
29092	(C57BL/6J x 129X1/SvJ)F1		F1 hybrid			Standard
29928	(C57BL/6J x 129XI/SvJ)F1		F1 hybrid			Standard
2753	(C57BL/6J x A)F1		F1 hybrid			Standard
12593	(C57BL/6J x A/J)F1		F1 hybrid			Standard
4942	(C57BL/6J x AKR/J)F1		F1 hybrid			Standard
12975	(C57BL/6J x B6.C-H15<a> H16<c> H21<c>)F1	H15, H16, H21	F1 hybrid			Standard
15516	(C57BL/6J x B6.S)F1		F1 hybrid			Standard
14503	(C57BL/6J x BALB.B)F1		F1 hybrid			Standard
14660	(C57BL/6J x BALB/c)F1		F1 hybrid			Standard
13860	(C57BL/6J x BALB/c-Reln<rl-Orl>/Reln<rl-Orl>)F1	Reln	F1 hybrid			Standard
15613	(C57BL/6J x BALB/cBy)F1		F1 hybrid			Standard
13623	(C57BL/6J x BALB/cByJ or C3H/HeJ)F1					Nonstandard
12452	(C57BL/6J x BALB/cJ)F1		F1 hybrid			Standard
14363	(C57BL/6J x C.B6-Reln<rl>)F1	Reln	F1 hybrid			Standard
14504	(C57BL/6J x C3H.SW)F1		F1 hybrid			Standard
13043	(C57BL/6J x C3H/FeJ)F1-Dh/+	Dh	F1 hybrid			Standard
7938	(C57BL/6J x C3H/HeJ)F1		F1 hybrid			Standard
28927	(C57BL/6J x C3H/HeJ)F1 +/+		F1 hybrid			Standard
12940	(C57BL/6J x C3H/HeSn-ash)F1	ash	F1 hybrid			Standard
1450	(C57BL/6J x C3HeB/FeJ)F1 +/+		F1 hybrid			Standard
1451	(C57BL/6J x C3HeB/FeJ)F1-Pmp22<Tr>/+	Pmp22	F1 hybrid			Standard
6750	(C57BL/6J x C3HeB/FeJ)F1-T/t	T, t	F1 hybrid			Standard
18724	(C57BL/6J x C3HeB/FeJLe-a/a)F1	a	F1 hybrid			Standard
12960	(C57BL/6J x C58/J)F1-Hoxa13<Hd>/+)F1	Hoxa13	F1 hybrid			Standard
29468	(C57BL/6J x CAST-H19)F1		Not Specified			Nonstandard
12571	(C57BL/6J x CAST/Ei)F1		F1 hybrid		M. m. domesticus and M. m. castaneus	Standard
18034	(C57BL/6J x CAST/Ei)F1 +/Hcph<me-v>	Hcph	F1 hybrid			Standard
4375	(C57BL/6J x CBA)F1		F1 hybrid			Standard
12345	(C57BL/6J x CBA/CaH)F1		F1 hybrid			Standard
15590	(C57BL/6J x CBA/H)F1		F1 hybrid			Standard
2158	(C57BL/6J x CBA/J)F1		F1 hybrid			Standard
14491	(C57BL/6J x CZECHII)F1-Ghrhr<lit>/+	Ghrhr	F1 hybrid		M. m. domesticus and M. m. musculus	Standard
7237	(C57BL/6J x DBA)F1		F1 hybrid			Standard
12645	(C57BL/6J x DBA/2Ha)F1		F1 hybrid			Standard
13377	(C57BL/6J x DBA/2HaSmn)F1		F1 hybrid			Standard
12610	(C57BL/6J x DBA/2J)F1		F1 hybrid			Standard
